date,tmax,tmin,precip,tmean
2016-05-19,26.1,12.8,0.3,19.450000000000003
2016-05-20,25.0,16.1,25.4,20.55
2016-05-21,26.7,15.0,0.0,20.85
2016-05-22,28.9,15.0,0.0,21.95
2016-05-23,29.4,13.3,0.0,21.35
2016-05-24,31.7,18.9,5.6,25.299999999999997
2016-05-25,28.9,18.9,29.2,23.9
2016-05-26,32.2,21.1,3.8,26.650000000000002
2016-05-27,28.3,20.6,25.9,24.450000000000003
2016-05-28,29.4,20.6,0.0,25.0
2016-05-29,32.2,19.4,0.0,25.8
2016-05-30,33.3,21.1,0.0,27.2
2016-05-31,30.0,21.1,5.6,25.55
2016-06-01,31.7,21.7,1.0,26.7
2016-06-02,31.1,21.1,1.0,26.1
2016-06-03,30.6,22.8,4.3,26.700000000000003
2016-06-04,30.6,22.2,0.0,26.4
2016-06-05,32.2,21.7,0.0,26.950000000000003
2016-06-06,31.1,18.9,0.0,25.0
2016-06-07,31.1,19.4,0.0,25.25
2016-06-08,31.7,19.4,0.0,25.549999999999997
2016-06-09,32.8,20.0,0.0,26.4
2016-06-10,33.9,20.6,0.0,27.25
2016-06-11,35.0,22.2,0.0,28.6
2016-06-12,34.4,24.4,0.0,29.4
2016-06-13,34.4,23.9,1.0,29.15
2016-06-14,31.1,23.3,3.0,27.200000000000003
2016-06-15,35.0,22.8,4.8,28.9
2016-06-16,36.1,22.2,0.0,29.15
2016-06-17,36.1,27.2,0.0,31.65
2016-06-18,33.3,23.9,0.0,28.599999999999998
2016-06-19,33.3,23.9,0.0,28.599999999999998
2016-06-20,33.9,23.3,0.0,28.6
2016-06-21,35.0,25.0,0.0,30.0
2016-06-22,36.1,26.1,0.0,31.1
2016-06-23,35.6,26.1,0.0,30.85
2016-06-24,36.7,26.7,0.0,31.700000000000003
2016-06-25,36.7,26.7,0.0,31.700000000000003
2016-06-26,36.7,25.6,0.0,31.150000000000002
2016-06-27,34.4,24.4,14.5,29.4
2016-06-28,35.0,23.9,0.0,29.45
2016-06-29,32.8,22.8,0.0,27.799999999999997
2016-06-30,34.4,21.7,0.0,28.049999999999997
2016-07-01,34.4,23.9,0.0,29.15
2016-07-02,35.6,25.0,0.0,30.3
2016-07-03,35.0,25.6,0.0,30.3
2016-07-04,35.0,24.4,49.0,29.7
2016-07-05,32.2,25.6,0.0,28.900000000000002
2016-07-06,33.9,26.7,0.0,30.299999999999997
2016-07-07,34.4,26.7,0.0,30.549999999999997
2016-07-08,35.0,27.2,0.0,31.1
2016-07-09,33.3,23.3,12.2,28.299999999999997
2016-07-10,32.8,22.8,0.0,27.799999999999997
2016-07-11,31.7,22.2,0.0,26.95
2016-07-12,33.9,24.4,0.0,29.15
2016-07-13,34.4,25.0,0.0,29.7
2016-07-14,32.2,22.8,9.1,27.5
2016-07-15,35.0,23.3,0.0,29.15
2016-07-16,35.0,22.8,0.0,28.9
2016-07-17,36.1,24.4,0.0,30.25
2016-07-18,35.6,25.6,3.8,30.6
2016-07-19,35.6,26.1,1.5,30.85
2016-07-20,36.1,24.4,24.1,30.25
2016-07-21,36.1,24.4,0.5,30.25
2016-07-22,37.8,26.7,0.0,32.25
2016-07-23,31.1,25.0,3.6,28.05
2016-07-24,33.3,24.4,26.7,28.849999999999998
2016-07-25,35.6,26.1,0.0,30.85
2016-07-26,36.1,26.7,0.0,31.4
2016-07-27,34.4,25.0,13.5,29.7
2016-07-28,31.7,23.9,43.2,27.799999999999997
2016-07-29,32.8,22.2,15.0,27.5
2016-07-30,33.3,22.2,1.5,27.75
2016-07-31,32.8,23.9,0.0,28.349999999999998
2016-08-01,35.0,25.0,0.0,30.0
2016-08-02,36.1,27.2,0.0,31.65
2016-08-03,36.7,26.1,0.0,31.400000000000002
2016-08-04,36.7,26.1,0.0,31.400000000000002
2016-08-05,37.2,26.7,0.0,31.950000000000003
2016-08-06,33.9,26.1,0.0,30.0
2016-08-07,32.8,26.1,0.0,29.45
2016-08-08,33.9,23.3,0.0,28.6
2016-08-09,35.6,25.6,0.0,30.6
2016-08-10,35.6,27.2,0.0,31.4
2016-08-11,35.0,26.7,0.0,30.85
2016-08-12,33.3,26.7,0.0,30.0
2016-08-13,32.2,25.6,4.8,28.900000000000002
2016-08-14,32.8,24.4,3.3,28.599999999999998
2016-08-15,31.7,23.3,19.8,27.5
2016-08-16,27.8,23.3,26.4,25.55
2016-08-17,26.7,23.9,1.8,25.299999999999997
2016-08-18,28.9,23.9,2.3,26.4
2016-08-19,31.1,24.4,0.0,27.75
2016-08-20,30.0,23.3,11.2,26.65
2016-08-21,31.1,22.2,35.1,26.65
2016-08-22,31.1,21.1,0.0,26.1
2016-08-23,33.9,23.3,0.0,28.6
2016-08-24,35.0,25.6,0.0,30.3
2016-08-25,36.1,23.9,34.8,30.0
2016-08-26,31.1,23.9,1.0,27.5
2016-08-27,35.6,22.2,0.0,28.9
2016-08-28,36.7,25.0,0.0,30.85
2016-08-29,36.1,26.1,0.0,31.1
2016-08-30,36.7,26.1,0.0,31.400000000000002
2016-08-31,35.6,25.0,0.0,30.3
2016-09-01,31.7,23.9,0.0,27.799999999999997
2016-09-02,30.0,20.0,0.0,25.0
2016-09-03,31.7,18.3,0.0,25.0
2016-09-04,34.4,22.8,0.0,28.6
2016-09-05,33.9,25.6,0.0,29.75
2016-09-06,35.0,23.3,0.0,29.15
2016-09-07,35.0,24.4,0.0,29.7
2016-09-08,34.4,25.0,0.0,29.7
2016-09-09,32.8,25.0,1.0,28.9
2016-09-10,33.9,21.7,13.7,27.799999999999997
2016-09-11,30.0,18.9,0.0,24.45
2016-09-12,33.3,18.9,0.0,26.099999999999998
2016-09-13,35.0,22.8,0.0,28.9
2016-09-14,35.6,24.4,0.0,30.0
2016-09-15,36.7,25.6,0.0,31.150000000000002
2016-09-16,36.7,23.3,0.3,30.0
2016-09-17,33.3,22.8,1.8,28.049999999999997
2016-09-18,30.6,22.2,0.3,26.4
2016-09-19,32.8,20.6,0.0,26.7
2016-09-20,33.3,20.0,0.0,26.65
2016-09-21,32.8,20.6,0.0,26.7
2016-09-22,35.0,21.7,0.0,28.35
2016-09-23,35.0,22.2,0.0,28.6
2016-09-24,36.1,22.2,0.0,29.15
2016-09-25,36.7,23.9,0.0,30.3
2016-09-26,26.1,17.2,0.0,21.65
2016-09-27,27.8,15.0,0.0,21.4
2016-09-28,31.7,13.3,0.0,22.5
2016-09-29,25.0,12.2,0.0,18.6
2016-09-30,25.0,16.1,0.0,20.55
2016-10-01,26.1,13.9,0.0,20.0
2016-10-02,28.9,14.4,0.0,21.65
2016-10-03,29.4,16.7,0.0,23.049999999999997
2016-10-04,31.7,17.2,0.0,24.45
2016-10-05,31.7,21.1,0.5,26.4
2016-10-06,31.7,20.0,0.0,25.85
2016-10-07,33.3,16.7,0.0,25.0
2016-10-08,25.0,12.2,0.0,18.6
2016-10-09,26.7,11.7,0.0,19.2
2016-10-10,26.7,13.9,0.0,20.3
2016-10-11,29.4,14.4,0.0,21.9
2016-10-12,28.3,17.2,0.0,22.75
2016-10-13,22.2,16.7,1.3,19.45
2016-10-14,19.4,14.4,28.2,16.9
2016-10-15,28.3,16.7,0.0,22.5
2016-10-16,30.0,17.2,0.0,23.6
2016-10-17,30.6,19.4,0.0,25.0
2016-10-18,30.0,21.1,0.0,25.55
2016-10-19,31.1,20.0,0.8,25.55
2016-10-20,24.4,13.3,0.0,18.85
2016-10-21,19.4,7.8,0.0,13.6
2016-10-22,21.7,6.7,0.0,14.2
2016-10-23,25.0,10.0,0.0,17.5
2016-10-24,27.2,12.2,0.0,19.7
2016-10-25,27.2,12.8,0.0,20.0
2016-10-26,27.8,15.0,0.3,21.4
2016-10-27,27.8,15.0,0.0,21.4
2016-10-28,28.3,16.1,0.0,22.200000000000003
2016-10-29,29.4,16.1,0.0,22.75
2016-10-30,30.0,15.6,0.0,22.8
2016-10-31,30.6,17.8,0.0,24.200000000000003
2016-11-01,29.4,16.1,0.0,22.75
2016-11-02,28.3,17.8,0.0,23.05
2016-11-03,29.4,17.2,0.0,23.299999999999997
2016-11-04,24.4,13.3,0.0,18.85
2016-11-05,20.6,9.4,0.0,15.0
2016-11-06,25.0,10.0,0.0,17.5
2016-11-07,23.3,9.4,0.8,16.35
2016-11-08,18.3,13.9,1.8,16.1
2016-11-09,19.4,10.0,0.0,14.7
2016-11-10,20.0,5.0,0.0,12.5
2016-11-11,22.8,6.1,0.0,14.45
2016-11-12,17.8,6.1,0.0,11.95
2016-11-13,19.4,3.9,0.0,11.649999999999999
2016-11-14,20.6,3.9,0.0,12.25
2016-11-15,23.3,9.4,0.0,16.35
2016-11-16,26.7,7.2,0.0,16.95
2016-11-17,27.2,12.2,0.0,19.7
2016-11-18,25.6,6.7,14.5,16.150000000000002
2016-11-19,11.1,3.3,0.0,7.199999999999999
2016-11-20,13.3,0.6,0.0,6.95
2016-11-21,16.1,1.1,0.0,8.600000000000001
2016-11-22,20.0,5.6,0.0,12.8
2016-11-23,17.2,11.7,12.7,14.45
2016-11-24,12.2,8.9,0.0,10.55
2016-11-25,13.9,5.0,0.0,9.45
2016-11-26,13.3,2.8,0.0,8.05
2016-11-27,12.2,0.6,0.0,6.3999999999999995
2016-11-28,16.7,10.0,34.0,13.35
2016-11-29,21.7,8.9,1.3,15.3
2016-11-30,14.4,5.0,0.0,9.7
2016-12-01,14.4,0.6,0.0,7.5
2016-12-02,17.8,1.1,0.0,9.450000000000001
2016-12-03,10.0,5.6,8.6,7.8
2016-12-04,9.4,5.6,3.8,7.5
2016-12-05,8.3,5.6,1.3,6.95
2016-12-06,11.1,4.4,45.2,7.75
2016-12-07,8.9,5.0,0.0,6.95
2016-12-08,5.0,-1.6,0.0,1.7
2016-12-09,3.9,-4.9,0.0,-0.5000000000000002
2016-12-10,8.3,-4.3,0.0,2.0000000000000004
2016-12-11,14.4,2.8,1.3,8.6
2016-12-12,13.3,6.7,18.3,10.0
2016-12-13,9.4,3.3,0.5,6.35
2016-12-14,6.1,-0.5,0.0,2.8
2016-12-15,2.2,-2.1,0.0,0.050000000000000044
2016-12-16,13.3,-2.1,1.3,5.6000000000000005
2016-12-17,24.4,1.7,26.9,13.049999999999999
2016-12-18,1.1,-6.0,2.3,-2.45
2016-12-19,0.6,-9.3,0.0,-4.3500000000000005
2016-12-20,7.8,-7.7,0.0,0.04999999999999982
2016-12-21,13.9,1.7,0.0,7.8
2016-12-22,11.7,2.8,0.0,7.25
2016-12-23,16.7,4.4,6.4,10.55
2016-12-24,16.7,13.9,49.0,15.3
2016-12-25,20.0,12.2,0.0,16.1
2016-12-26,25.0,14.4,4.8,19.7
2016-12-27,14.4,5.6,2.0,10.0
2016-12-28,17.2,3.3,5.1,10.25
2016-12-29,12.2,3.9,0.0,8.049999999999999
2016-12-30,12.2,0.6,0.0,6.3999999999999995
2016-12-31,9.4,7.2,9.4,8.3
2017-01-01,11.1,8.9,0.0,10.0
2017-01-02,18.9,10.6,19.3,14.75
2017-01-03,15.0,6.7,0.5,10.85
2017-01-04,6.7,-0.5,0.0,3.1
2017-01-05,1.7,-2.7,0.0,-0.5000000000000001
2017-01-06,-2.7,-7.1,2.0,-4.9
2017-01-07,-4.3,-10.5,0.0,-7.4
2017-01-08,-1.0,-10.5,0.0,-5.75
2017-01-09,10.0,-5.5,0.0,2.25
2017-01-10,18.9,9.4,37.3,14.149999999999999
2017-01-11,22.2,15.6,0.8,18.9
2017-01-12,24.4,10.0,0.5,17.2
2017-01-13,10.0,7.2,0.0,8.6
2017-01-14,13.3,7.2,1.3,10.25
2017-01-15,15.6,6.7,0.0,11.15
2017-01-16,20.6,10.0,1.8,15.3
2017-01-17,20.6,8.9,18.5,14.75
2017-01-18,12.8,7.8,0.5,10.3
2017-01-19,18.9,11.7,9.1,15.299999999999999
2017-01-20,20.0,13.3,0.0,16.65
2017-01-21,22.2,15.0,0.3,18.6
2017-01-22,16.7,11.7,16.3,14.2
2017-01-23,11.7,4.4,0.0,8.05
2017-01-24,17.8,2.2,0.0,10.0
2017-01-25,20.6,7.2,0.0,13.9
2017-01-26,7.8,1.7,0.0,4.75
2017-01-27,10.0,-1.0,0.0,4.5
2017-01-28,11.1,0.6,0.0,5.85
2017-01-29,11.7,2.2,0.0,6.949999999999999
2017-01-30,16.7,2.8,0.0,9.75
2017-01-31,22.2,5.6,0.0,13.899999999999999
2017-02-01,16.7,11.1,0.5,13.899999999999999
2017-02-02,11.1,2.8,3.3,6.949999999999999
2017-02-03,7.8,-0.5,0.0,3.65
2017-02-04,9.4,-3.2,1.3,3.1
2017-02-05,14.4,5.6,0.0,10.0
2017-02-06,22.8,11.1,4.6,16.95
2017-02-07,26.1,15.6,0.3,20.85
2017-02-08,21.7,2.2,0.0,11.95
2017-02-09,7.2,-0.5,0.0,3.35
2017-02-10,20.6,1.7,0.0,11.15
2017-02-11,26.1,17.2,0.0,21.65
2017-02-12,22.2,10.0,1.0,16.1
2017-02-13,15.6,4.4,0.0,10.0
2017-02-14,10.6,5.6,13.2,8.1
2017-02-15,12.2,2.8,0.3,7.5
2017-02-16,16.1,0.0,0.0,8.05
2017-02-17,20.6,4.4,0.0,12.5
2017-02-18,18.9,10.6,1.0,14.75
2017-02-19,25.0,7.8,0.0,16.4
2017-02-20,26.1,13.3,0.0,19.700000000000003
2017-02-21,21.1,15.0,3.6,18.05
2017-02-22,24.4,15.0,0.0,19.7
2017-02-23,25.0,12.2,0.0,18.6
2017-02-24,21.1,10.0,0.0,15.55
2017-02-25,10.0,1.1,0.0,5.55
2017-02-26,16.7,0.0,0.0,8.35
2017-02-27,19.4,8.3,5.8,13.85
2017-02-28,24.4,13.9,0.8,19.15
2017-03-01,23.3,8.9,17.0,16.1
2017-03-02,15.0,4.4,0.0,9.7
2017-03-03,14.4,3.9,0.0,9.15
2017-03-04,21.1,5.6,0.0,13.350000000000001
2017-03-05,13.3,10.0,1.8,11.65
2017-03-06,22.2,12.2,6.6,17.2
2017-03-07,18.9,5.0,26.2,11.95
2017-03-08,21.1,3.9,0.0,12.5
2017-03-09,23.9,8.9,3.6,16.4
2017-03-10,15.6,7.2,4.6,11.4
2017-03-11,7.2,0.6,2.3,3.9
2017-03-12,11.7,-0.5,0.0,5.6
2017-03-13,9.4,0.6,5.1,5.0
2017-03-14,3.9,0.0,0.0,1.95
2017-03-15,6.7,-3.8,0.0,1.4500000000000002
2017-03-16,9.4,1.7,0.0,5.55
2017-03-17,21.7,8.9,0.0,15.3
2017-03-18,22.8,10.6,7.4,16.7
2017-03-19,20.0,7.8,0.0,13.9
2017-03-20,29.4,14.4,0.0,21.9
2017-03-21,26.1,15.0,0.0,20.55
2017-03-22,17.8,8.9,5.6,13.350000000000001
2017-03-23,26.1,10.0,0.0,18.05
2017-03-24,26.7,18.3,0.0,22.5
2017-03-25,21.1,14.4,9.9,17.75
2017-03-26,23.9,14.4,0.0,19.15
2017-03-27,27.8,15.6,0.0,21.7
2017-03-28,26.1,15.0,0.0,20.55
2017-03-29,28.3,16.1,0.0,22.200000000000003
2017-03-30,23.9,12.8,1.8,18.35
2017-03-31,21.7,8.9,0.0,15.3
2017-04-01,22.2,10.6,0.0,16.4
2017-04-02,26.7,11.1,7.6,18.9
2017-04-03,23.3,16.1,10.2,19.700000000000003
2017-04-04,27.2,12.2,0.0,19.7
2017-04-05,22.2,10.0,2.5,16.1
2017-04-06,18.9,7.8,0.0,13.35
2017-04-07,18.9,6.7,0.0,12.799999999999999
2017-04-08,23.9,6.7,0.0,15.299999999999999
2017-04-09,26.7,12.8,0.0,19.75
2017-04-10,25.6,16.1,0.0,20.85
2017-04-11,22.2,15.0,1.3,18.6
2017-04-12,27.2,12.8,0.0,20.0
2017-04-13,30.0,15.6,0.0,22.8
2017-04-14,30.6,16.1,0.0,23.35
2017-04-15,27.8,16.1,0.0,21.950000000000003
2017-04-16,27.2,18.3,0.0,22.75
2017-04-17,23.3,17.2,19.6,20.25
2017-04-18,26.1,17.2,2.8,21.65
2017-04-19,29.4,18.3,0.0,23.85
2017-04-20,28.3,18.9,0.8,23.6
2017-04-21,24.4,15.6,9.9,20.0
2017-04-22,16.7,10.6,18.8,13.649999999999999
2017-04-23,15.6,10.0,0.5,12.8
2017-04-24,23.9,8.9,0.0,16.4
2017-04-25,27.2,11.7,0.0,19.45
2017-04-26,26.7,16.1,26.4,21.4
2017-04-27,20.6,10.6,0.0,15.600000000000001
2017-04-28,29.4,13.3,0.0,21.35
2017-04-29,31.1,20.6,8.9,25.85
2017-04-30,25.0,13.3,26.9,19.15
2017-05-01,20.6,11.1,0.0,15.850000000000001
2017-05-02,27.2,8.9,0.0,18.05
2017-05-03,26.7,15.0,1.0,20.85
2017-05-04,18.3,8.3,11.7,13.3
2017-05-05,21.1,8.9,1.3,15.0
2017-05-06,26.1,8.3,0.0,17.200000000000003
2017-05-07,26.1,12.2,0.0,19.15
2017-05-08,28.9,13.3,0.0,21.1
2017-05-09,29.4,16.1,0.0,22.75
2017-05-10,29.4,18.3,0.0,23.85
2017-05-11,28.3,17.8,11.4,23.05
2017-05-12,21.1,17.2,20.8,19.15
2017-05-13,26.1,15.0,0.0,20.55
2017-05-14,28.3,12.8,0.0,20.55
2017-05-15,29.4,14.4,0.0,21.9
2017-05-16,31.1,18.9,0.0,25.0
2017-05-17,30.6,20.0,0.0,25.3
2017-05-18,31.1,22.8,0.0,26.950000000000003
2017-05-19,29.4,23.3,6.9,26.35
2017-05-20,26.7,19.4,1.5,23.049999999999997
2017-05-21,26.7,17.8,0.0,22.25
2017-05-22,23.3,16.7,0.0,20.0
2017-05-23,26.7,16.7,1.0,21.7
2017-05-24,22.2,13.3,9.1,17.75
2017-05-25,24.4,11.1,0.0,17.75
2017-05-26,29.4,17.8,0.0,23.6
2017-05-27,31.7,18.3,11.7,25.0
2017-05-28,27.2,17.8,29.7,22.5
2017-05-29,30.0,20.6,0.3,25.3
2017-05-30,31.1,19.4,0.8,25.25
2017-05-31,31.7,19.4,0.0,25.549999999999997
2017-06-01,30.0,20.6,0.0,25.3
2017-06-02,30.6,20.6,0.3,25.6
2017-06-03,31.7,21.1,0.0,26.4
2017-06-04,25.0,22.2,34.3,23.6
2017-06-05,28.9,21.7,13.0,25.299999999999997
2017-06-06,32.2,21.7,0.0,26.950000000000003
2017-06-07,28.9,18.3,0.0,23.6
2017-06-08,26.7,17.2,0.0,21.95
2017-06-09,29.4,15.0,0.0,22.2
2017-06-10,30.6,17.2,0.0,23.9
2017-06-11,32.2,20.0,0.0,26.1
2017-06-12,31.1,23.3,0.0,27.200000000000003
2017-06-13,32.2,22.2,0.0,27.200000000000003
2017-06-14,33.3,23.3,0.0,28.299999999999997
2017-06-15,32.2,24.4,7.9,28.3
2017-06-16,32.8,20.0,5.1,26.4
2017-06-17,31.7,19.4,0.0,25.549999999999997
2017-06-18,31.7,22.2,3.0,26.95
2017-06-19,31.1,22.2,0.0,26.65
2017-06-20,33.3,20.6,0.0,26.95
2017-06-21,31.7,21.7,0.3,26.7
2017-06-22,32.2,23.3,9.7,27.75
2017-06-23,30.0,22.2,41.4,26.1
2017-06-24,28.3,21.1,0.0,24.700000000000003
2017-06-25,30.0,18.3,0.0,24.15
2017-06-26,30.6,17.8,0.0,24.200000000000003
2017-06-27,30.0,20.0,0.0,25.0
2017-06-28,31.7,21.7,0.0,26.7
2017-06-29,31.7,22.2,0.0,26.95
2017-06-30,31.1,23.3,2.3,27.200000000000003
2017-07-01,32.2,23.3,0.0,27.75
2017-07-02,31.7,22.2,0.0,26.95
2017-07-03,30.0,22.8,5.3,26.4
2017-07-04,31.7,22.2,15.5,26.95
2017-07-05,31.7,23.3,0.0,27.5
2017-07-06,31.7,23.3,0.8,27.5
2017-07-07,33.3,22.2,0.0,27.75
2017-07-08,32.2,22.8,0.0,27.5
2017-07-09,33.3,21.1,0.0,27.2
2017-07-10,33.3,21.7,0.0,27.5
2017-07-11,34.4,22.2,0.0,28.299999999999997
2017-07-12,33.3,24.4,0.0,28.849999999999998
2017-07-13,34.4,24.4,0.0,29.4
2017-07-14,34.4,23.3,13.5,28.85
2017-07-15,33.3,23.9,0.0,28.599999999999998
2017-07-16,33.3,23.3,0.0,28.299999999999997
2017-07-17,33.9,21.1,0.0,27.5
2017-07-18,35.6,23.9,0.0,29.75
2017-07-19,36.1,25.0,0.0,30.55
2017-07-20,36.1,25.6,2.0,30.85
2017-07-21,37.2,26.1,0.0,31.650000000000002
2017-07-22,36.7,25.6,0.0,31.150000000000002
2017-07-23,36.1,23.3,38.1,29.700000000000003
2017-07-24,33.3,23.3,0.0,28.299999999999997
2017-07-25,35.6,23.9,0.0,29.75
2017-07-26,35.0,25.6,0.0,30.3
2017-07-27,35.0,25.6,3.6,30.3
2017-07-28,29.4,23.9,20.6,26.65
2017-07-29,31.1,22.8,0.0,26.950000000000003
2017-07-30,31.1,19.4,0.0,25.25
2017-07-31,32.2,20.6,0.0,26.400000000000002
2017-08-01,29.4,22.2,0.5,25.799999999999997
2017-08-02,31.1,20.0,3.8,25.55
2017-08-03,32.2,21.7,0.0,26.950000000000003
2017-08-04,29.4,20.0,25.7,24.7
2017-08-05,31.1,19.4,0.0,25.25
2017-08-06,29.4,22.2,3.0,25.799999999999997
2017-08-07,28.3,22.8,0.0,25.55
2017-08-08,30.6,22.2,0.0,26.4
2017-08-09,31.7,21.1,0.0,26.4
2017-08-10,33.9,21.7,0.0,27.799999999999997
2017-08-11,31.1,21.1,34.0,26.1
2017-08-12,30.6,22.2,0.0,26.4
2017-08-13,27.8,22.2,0.5,25.0
2017-08-14,29.4,23.3,7.6,26.35
2017-08-15,31.7,22.8,4.6,27.25
2017-08-16,32.2,23.9,0.0,28.05
2017-08-17,31.1,23.9,10.2,27.5
2017-08-18,32.8,22.2,0.0,27.5
2017-08-19,34.4,22.8,0.0,28.6
2017-08-20,35.0,24.4,32.8,29.7
2017-08-21,35.0,24.4,0.0,29.7
2017-08-22,33.3,24.4,0.5,28.849999999999998
2017-08-23,29.4,21.1,0.0,25.25
2017-08-24,29.4,18.3,0.0,23.85
2017-08-25,30.6,18.9,0.0,24.75
2017-08-26,30.6,21.1,0.0,25.85
2017-08-27,31.7,23.3,0.0,27.5
2017-08-28,28.9,21.1,10.2,25.0
2017-08-29,30.6,19.4,0.0,25.0
2017-08-30,26.7,22.8,0.0,24.75
2017-08-31,25.6,18.9,102.6,22.25
2017-09-01,27.8,19.4,0.5,23.6
2017-09-02,28.9,17.8,0.0,23.35
2017-09-03,30.6,18.3,0.0,24.450000000000003
2017-09-04,31.1,20.6,0.0,25.85
2017-09-05,25.0,16.1,2.5,20.55
2017-09-06,25.0,13.9,0.0,19.45
2017-09-07,25.6,12.8,0.0,19.200000000000003
2017-09-08,27.2,14.4,0.0,20.8
2017-09-09,27.8,15.6,0.0,21.7
2017-09-10,27.2,16.7,0.0,21.95
2017-09-11,26.1,15.6,0.0,20.85
2017-09-12,18.9,14.4,32.3,16.65
2017-09-13,22.8,16.7,4.1,19.75
2017-09-14,29.4,17.2,0.0,23.299999999999997
2017-09-15,30.6,19.4,0.0,25.0
2017-09-16,31.7,21.7,0.0,26.7
2017-09-17,33.3,21.7,0.0,27.5
2017-09-18,33.3,22.2,1.3,27.75
2017-09-19,32.8,21.1,0.0,26.95
2017-09-20,32.8,22.8,0.0,27.799999999999997
2017-09-21,32.8,22.8,0.0,27.799999999999997
2017-09-22,33.9,23.3,0.0,28.6
2017-09-23,33.3,22.8,0.0,28.049999999999997
2017-09-24,32.2,22.2,0.3,27.200000000000003
2017-09-25,31.7,20.6,0.0,26.15
2017-09-26,32.2,20.6,0.0,26.400000000000002
2017-09-27,33.3,21.7,0.0,27.5
2017-09-28,28.3,18.9,0.0,23.6
2017-09-29,27.8,16.1,0.0,21.950000000000003
2017-09-30,26.7,17.8,0.0,22.25
2017-10-01,27.8,16.7,0.0,22.25
2017-10-02,25.6,18.3,0.0,21.950000000000003
2017-10-03,30.6,22.2,0.0,26.4
2017-10-04,28.9,20.0,0.0,24.45
2017-10-05,29.4,18.9,0.0,24.15
2017-10-06,30.0,17.2,0.0,23.6
2017-10-07,31.1,21.7,0.0,26.4
2017-10-08,30.6,22.2,0.0,26.4
2017-10-09,33.3,21.7,0.3,27.5
2017-10-10,31.1,15.0,63.5,23.05
2017-10-11,20.6,12.2,0.0,16.4
2017-10-12,22.8,12.2,0.0,17.5
2017-10-13,28.3,13.3,0.0,20.8
2017-10-14,31.1,17.8,0.0,24.450000000000003
2017-10-15,26.7,12.2,1.0,19.45
2017-10-16,19.4,9.4,0.0,14.399999999999999
2017-10-17,21.7,7.2,0.0,14.45
2017-10-18,23.3,9.4,0.0,16.35
2017-10-19,25.6,9.4,0.0,17.5
2017-10-20,24.4,11.1,0.0,17.75
2017-10-21,27.8,17.2,0.0,22.5
2017-10-22,22.8,13.3,4.8,18.05
2017-10-23,21.7,11.7,3.0,16.7
2017-10-24,18.9,8.3,0.0,13.6
2017-10-25,17.8,4.4,0.0,11.100000000000001
2017-10-26,26.1,8.3,0.0,17.200000000000003
2017-10-27,17.8,5.6,29.7,11.7
2017-10-28,10.6,1.7,0.0,6.1499999999999995
2017-10-29,12.8,-0.5,0.0,6.15
2017-10-30,21.1,5.6,0.0,13.350000000000001
2017-10-31,14.4,6.1,0.3,10.25
2017-11-01,20.0,8.3,0.0,14.15
2017-11-02,28.3,18.9,0.0,23.6
2017-11-03,24.4,16.7,6.4,20.549999999999997
2017-11-04,22.2,15.0,1.8,18.6
2017-11-05,25.0,19.4,0.0,22.2
2017-11-06,22.8,13.3,25.4,18.05
2017-11-07,15.6,9.4,1.3,12.5
2017-11-08,10.6,9.4,0.0,10.0
2017-11-09,16.7,5.0,0.0,10.85
2017-11-10,14.4,4.4,0.0,9.4
2017-11-11,16.7,2.2,0.0,9.45
2017-11-12,19.4,10.0,0.0,14.7
2017-11-13,15.0,7.2,0.0,11.1
2017-11-14,18.3,3.9,0.0,11.1
2017-11-15,16.7,9.4,3.0,13.05
2017-11-16,18.3,8.9,0.0,13.600000000000001
2017-11-17,22.8,7.8,0.0,15.3
2017-11-18,24.4,6.7,7.6,15.549999999999999
2017-11-19,10.6,1.1,0.0,5.85
2017-11-20,12.8,-1.0,0.0,5.9
2017-11-21,16.7,2.8,0.0,9.75
2017-11-22,9.4,0.0,0.0,4.7
2017-11-23,13.3,-1.6,0.0,5.8500000000000005
2017-11-24,17.2,1.1,0.0,9.15
2017-11-25,20.0,7.2,0.0,13.6
2017-11-26,18.9,2.8,0.0,10.85
2017-11-27,19.4,2.8,0.0,11.1
2017-11-28,20.0,6.1,0.0,13.05
2017-11-29,19.4,7.2,0.5,13.299999999999999
2017-11-30,20.0,10.0,0.0,15.0
2017-12-01,17.2,4.4,0.0,10.8
2017-12-02,20.6,5.6,0.0,13.100000000000001
2017-12-03,21.1,6.7,0.0,13.9
2017-12-04,21.7,10.0,0.8,15.85
2017-12-05,18.3,3.9,27.4,11.1
2017-12-06,9.4,2.8,0.0,6.1
2017-12-07,6.7,0.0,0.0,3.35
2017-12-08,5.0,-3.8,0.0,0.6000000000000001
2017-12-09,8.3,-4.3,0.0,2.0000000000000004
2017-12-10,12.2,-3.8,0.0,4.199999999999999
2017-12-11,18.3,1.1,0.0,9.700000000000001
2017-12-12,10.6,-1.6,0.0,4.5
2017-12-13,14.4,-2.1,0.0,6.15
2017-12-14,10.6,1.1,0.0,5.85
2017-12-15,8.3,-2.1,0.0,3.1000000000000005
2017-12-16,12.8,0.0,0.0,6.4
2017-12-17,9.4,5.0,17.3,7.2
2017-12-18,9.4,6.1,0.0,7.75
2017-12-19,14.4,7.2,18.0,10.8
2017-12-20,15.6,9.4,23.4,12.5
2017-12-21,14.4,8.3,0.0,11.350000000000001
2017-12-22,17.8,8.3,84.6,13.05
